,request_id,device_id,primary_port,vlan_id,_merge
86,55,0,1,14,left_only
87,56,1,0,14,left_only
88,56,1,1,14,left_only
89,57,3,1,23,left_only
90,58,4,1,23,left_only
91,59,4,1,24,left_only
92,60,4,0,14,left_only
93,60,4,1,14,left_only
94,61,0,0,15,left_only
95,61,0,1,15,left_only
96,62,0,0,16,left_only
97,62,0,1,16,left_only
98,63,2,0,16,left_only
99,63,2,1,16,left_only
100,64,3,1,25,left_only
101,65,4,1,25,left_only
102,66,3,1,26,left_only
103,67,1,0,17,left_only
104,67,1,1,17,left_only
105,68,1,0,19,left_only
106,68,1,1,19,left_only
107,69,4,1,27,left_only
108,70,2,0,19,left_only
109,70,2,1,19,left_only
110,71,0,0,20,left_only
111,71,0,1,20,left_only
112,72,4,1,28,left_only
113,73,3,1,29,left_only
114,74,4,1,29,left_only
115,75,3,1,30,left_only
116,76,4,1,31,left_only
117,77,2,0,20,left_only
118,77,2,1,20,left_only
119,78,4,0,20,left_only
120,78,4,1,20,left_only
121,79,4,1,32,left_only
122,80,4,0,21,left_only
123,80,4,1,21,left_only
124,81,4,1,33,left_only
125,82,4,1,34,left_only
126,83,0,0,22,left_only
127,83,0,1,22,left_only
128,84,2,0,22,left_only
129,84,2,1,22,left_only
130,85,1,0,23,left_only
131,85,1,1,23,left_only
132,86,4,1,35,left_only
133,87,2,0,23,left_only
134,87,2,1,23,left_only
135,88,0,0,24,left_only
136,88,0,1,24,left_only
137,89,1,0,24,left_only
138,89,1,1,24,left_only
139,90,1,0,25,left_only
140,90,1,1,25,left_only
141,91,4,0,25,left_only
142,91,4,1,25,left_only
143,92,3,1,37,left_only
144,93,2,0,26,left_only
145,93,2,1,26,left_only
146,94,4,1,38,left_only
147,95,4,1,39,left_only
148,96,1,0,27,left_only
149,96,1,1,27,left_only
150,97,4,0,27,left_only
151,97,4,1,27,left_only
152,98,3,1,40,left_only
153,99,4,1,41,left_only
154,100,4,1,42,left_only
155,101,0,0,28,left_only
156,101,0,1,28,left_only
157,102,4,0,28,left_only
158,102,4,1,28,left_only
159,103,1,0,29,left_only
160,103,1,1,29,left_only
161,104,4,1,43,left_only
162,105,3,1,44,left_only
163,106,4,1,44,left_only
164,107,4,1,45,left_only
165,108,4,0,29,left_only
166,108,4,1,29,left_only
167,109,4,1,46,left_only
168,110,3,1,47,left_only
169,111,0,0,30,left_only
170,111,0,1,30,left_only
171,112,4,1,47,left_only
172,113,4,1,48,left_only
173,114,3,1,49,left_only
174,115,4,1,50,left_only
175,116,1,0,30,left_only
176,116,1,1,30,left_only
177,117,2,0,31,left_only
178,117,2,1,31,left_only
179,118,4,1,51,left_only
180,119,4,1,52,left_only
181,120,4,1,53,left_only
182,121,3,1,54,left_only
183,122,3,1,56,left_only
184,123,3,1,58,left_only
185,124,4,1,58,left_only
186,125,4,1,59,left_only
187,126,4,1,60,left_only
188,127,0,0,32,left_only
189,127,0,1,32,left_only
190,128,4,1,61,left_only
191,129,3,1,62,left_only
192,130,1,0,32,left_only
193,130,1,1,32,left_only
194,131,2,0,32,left_only
195,131,2,1,32,left_only
196,132,4,1,62,left_only
197,133,3,1,63,left_only
198,134,4,1,63,left_only
199,135,3,1,64,left_only
200,136,3,1,65,left_only
201,137,4,0,32,left_only
202,137,4,1,32,left_only
203,138,4,1,65,left_only
204,139,4,1,66,left_only
205,140,4,1,67,left_only
206,141,4,1,68,left_only
207,142,4,1,69,left_only
208,143,1,0,33,left_only
209,143,1,1,33,left_only
210,144,4,0,33,left_only
211,144,4,1,33,left_only
212,145,0,0,34,left_only
213,145,0,1,34,left_only
214,146,4,1,70,left_only
215,147,1,0,34,left_only
216,147,1,1,34,left_only
217,148,4,1,72,left_only
218,149,3,1,73,left_only
219,150,2,0,34,left_only
220,150,2,1,34,left_only
221,151,1,0,35,left_only
222,151,1,1,35,left_only
223,152,4,1,73,left_only
224,153,2,0,35,left_only
225,153,2,1,35,left_only
226,154,4,0,35,left_only
227,154,4,1,35,left_only
228,155,2,0,36,left_only
229,155,2,1,36,left_only
230,156,0,0,37,left_only
231,156,0,1,37,left_only
232,157,4,1,74,left_only
233,158,4,1,75,left_only
234,159,0,0,38,left_only
235,159,0,1,38,left_only
236,160,3,1,76,left_only
237,161,4,1,76,left_only
238,162,4,1,78,left_only
239,163,4,0,38,left_only
240,163,4,1,38,left_only
241,164,3,1,79,left_only
242,165,4,1,79,left_only
243,166,0,0,39,left_only
244,166,0,1,39,left_only
245,167,3,1,80,left_only
246,168,4,1,81,left_only
247,169,4,0,39,left_only
248,169,4,1,39,left_only
249,170,4,1,82,left_only
250,171,4,1,84,left_only
251,172,2,0,40,left_only
252,172,2,1,40,left_only
253,173,0,0,41,left_only
254,173,0,1,41,left_only
255,174,3,1,85,left_only
256,175,4,1,85,left_only
257,176,3,1,88,left_only
258,177,2,0,41,left_only
259,177,2,1,41,left_only
260,178,4,1,88,left_only
261,179,4,0,41,left_only
262,179,4,1,41,left_only
263,180,2,0,42,left_only
264,180,2,1,42,left_only
265,181,4,0,42,left_only
266,181,4,1,42,left_only
267,182,4,1,89,left_only
268,183,0,0,43,left_only
269,183,0,1,43,left_only
270,184,3,1,90,left_only
271,185,1,0,43,left_only
272,185,1,1,43,left_only
273,186,4,0,43,left_only
274,186,4,1,43,left_only
275,187,0,0,44,left_only
276,187,0,1,44,left_only
277,188,3,1,92,left_only
278,189,2,0,44,left_only
279,189,2,1,44,left_only
280,190,2,0,45,left_only
281,190,2,1,45,left_only
282,191,4,0,45,left_only
283,191,4,1,45,left_only
284,192,0,0,46,left_only
285,192,0,1,46,left_only
286,193,4,1,92,left_only
287,194,1,0,46,left_only
288,194,1,1,46,left_only
289,195,4,1,93,left_only
290,196,0,0,47,left_only
291,196,0,1,47,left_only
292,197,1,0,47,left_only
293,197,1,1,47,left_only
294,198,2,0,47,left_only
295,198,2,1,47,left_only
296,199,4,1,94,left_only
297,200,4,1,95,left_only
298,201,4,0,47,left_only
299,201,4,1,47,left_only
300,202,4,1,96,left_only
301,203,4,0,48,left_only
302,203,4,1,48,left_only
303,204,3,1,97,left_only
304,205,1,0,49,left_only
305,205,1,1,49,left_only
306,206,4,1,97,left_only
307,207,3,1,98,left_only
308,208,2,0,49,left_only
309,208,2,1,49,left_only
310,209,0,0,50,left_only
311,209,0,1,50,left_only
312,210,4,1,99,left_only
313,211,4,1,100,left_only
314,212,3,1,101,left_only
315,213,1,0,50,left_only
316,213,1,1,50,left_only
317,214,2,0,50,left_only
318,214,2,1,50,left_only
319,215,4,1,101,left_only
320,216,4,1,103,left_only
321,217,3,1,104,left_only
322,218,3,1,105,left_only
323,219,0,0,51,left_only
324,219,0,1,51,left_only
325,220,1,0,51,left_only
326,220,1,1,51,left_only
327,221,4,1,105,left_only
328,222,4,0,51,left_only
329,222,4,1,51,left_only
330,223,0,0,52,left_only
331,223,0,1,52,left_only
332,224,4,1,106,left_only
333,225,2,0,52,left_only
334,225,2,1,52,left_only
335,226,4,0,52,left_only
336,226,4,1,52,left_only
337,227,3,1,107,left_only
338,228,0,0,53,left_only
339,228,0,1,53,left_only
340,229,4,1,107,left_only
341,230,3,1,108,left_only
342,231,1,0,53,left_only
343,231,1,1,53,left_only
344,232,1,0,54,left_only
345,232,1,1,54,left_only
346,233,0,0,55,left_only
347,233,0,1,55,left_only
348,234,4,1,108,left_only
349,235,1,0,55,left_only
350,235,1,1,55,left_only
351,236,2,0,55,left_only
352,236,2,1,55,left_only
353,237,4,1,109,left_only
354,238,0,0,56,left_only
355,238,0,1,56,left_only
356,239,1,0,56,left_only
357,239,1,1,56,left_only
358,240,4,1,110,left_only
359,241,4,1,111,left_only
360,242,4,1,112,left_only
361,243,3,1,113,left_only
362,244,1,0,57,left_only
363,244,1,1,57,left_only
364,245,4,1,113,left_only
365,246,2,0,57,left_only
366,246,2,1,57,left_only
367,247,4,1,114,left_only
368,248,1,0,58,left_only
369,248,1,1,58,left_only
370,249,2,0,58,left_only
371,249,2,1,58,left_only
372,250,3,1,115,left_only
373,251,1,0,59,left_only
374,251,1,1,59,left_only
375,252,4,0,59,left_only
376,252,4,1,59,left_only
377,253,1,0,60,left_only
378,253,1,1,60,left_only
379,254,4,1,115,left_only
380,255,4,1,116,left_only
381,256,2,0,61,left_only
382,256,2,1,61,left_only
383,257,4,0,61,left_only
384,257,4,1,61,left_only
385,258,4,1,117,left_only
386,259,0,0,62,left_only
387,259,0,1,62,left_only
388,260,1,0,62,left_only
389,260,1,1,62,left_only
390,261,2,0,62,left_only
391,261,2,1,62,left_only
392,262,3,1,118,left_only
393,263,4,1,118,left_only
394,264,4,0,62,left_only
395,264,4,1,62,left_only
396,265,4,1,119,left_only
397,266,0,0,63,left_only
398,266,0,1,63,left_only
399,267,3,1,120,left_only
400,268,4,1,122,left_only
401,269,1,0,63,left_only
402,269,1,1,63,left_only
403,270,2,0,63,left_only
404,270,2,1,63,left_only
405,271,3,1,123,left_only
406,272,4,0,63,left_only
407,272,4,1,63,left_only
408,273,0,0,64,left_only
409,273,0,1,64,left_only
410,274,1,0,64,left_only
411,274,1,1,64,left_only
412,275,2,0,64,left_only
413,275,2,1,64,left_only
414,276,0,0,65,left_only
415,276,0,1,65,left_only
416,277,4,1,123,left_only
417,278,4,1,125,left_only
418,279,1,0,65,left_only
419,279,1,1,65,left_only
420,280,4,0,65,left_only
421,280,4,1,65,left_only
422,281,1,0,66,left_only
423,281,1,1,66,left_only
424,282,4,1,127,left_only
425,283,2,0,66,left_only
426,283,2,1,66,left_only
427,284,4,0,66,left_only
428,284,4,1,66,left_only
429,285,1,0,67,left_only
430,285,1,1,67,left_only
431,286,4,1,128,left_only
432,287,4,0,67,left_only
433,287,4,1,67,left_only
434,288,3,1,130,left_only
435,289,1,0,68,left_only
436,289,1,1,68,left_only
437,290,4,1,130,left_only
438,291,4,1,131,left_only
439,292,3,1,132,left_only
440,293,4,1,132,left_only
441,294,4,0,68,left_only
442,294,4,1,68,left_only
443,295,0,0,69,left_only
444,295,0,1,69,left_only
445,296,3,1,133,left_only
446,297,1,0,69,left_only
447,297,1,1,69,left_only
448,298,4,1,133,left_only
449,299,4,0,69,left_only
450,299,4,1,69,left_only
451,300,3,1,134,left_only
452,301,4,1,134,left_only
453,302,3,1,135,left_only
454,303,4,1,136,left_only
455,304,4,1,138,left_only
456,305,1,0,70,left_only
457,305,1,1,70,left_only
458,306,4,1,139,left_only
459,307,3,1,140,left_only
460,308,4,1,140,left_only
461,309,2,0,70,left_only
462,309,2,1,70,left_only
463,310,4,1,142,left_only
464,311,4,1,143,left_only
465,312,4,1,144,left_only
466,313,4,0,70,left_only
467,313,4,1,70,left_only
468,314,0,0,71,left_only
469,314,0,1,71,left_only
470,315,4,1,146,left_only
471,316,1,0,71,left_only
472,316,1,1,71,left_only
473,317,4,1,147,left_only
474,318,4,1,148,left_only
475,319,4,1,149,left_only
476,320,0,0,72,left_only
477,320,0,1,72,left_only
478,321,4,1,150,left_only
479,322,2,0,72,left_only
480,322,2,1,72,left_only
481,323,0,0,73,left_only
482,323,0,1,73,left_only
483,324,3,1,152,left_only
484,325,4,1,152,left_only
485,326,3,1,154,left_only
486,327,1,0,73,left_only
487,327,1,1,73,left_only
488,328,4,1,154,left_only
489,329,2,0,73,left_only
490,329,2,1,73,left_only
491,330,4,1,155,left_only
492,331,1,0,74,left_only
493,331,1,1,74,left_only
494,332,3,1,156,left_only
495,333,4,0,74,left_only
496,333,4,1,74,left_only
497,334,4,0,75,left_only
498,334,4,1,75,left_only
499,335,4,1,156,left_only
500,336,1,0,76,left_only
501,336,1,1,76,left_only
502,337,4,1,157,left_only
503,338,3,1,158,left_only
504,339,2,0,76,left_only
505,339,2,1,76,left_only
506,340,4,0,76,left_only
507,340,4,1,76,left_only
508,341,4,1,158,left_only
509,342,0,0,77,left_only
510,342,0,1,77,left_only
511,343,3,1,159,left_only
512,344,2,0,77,left_only
513,344,2,1,77,left_only
514,345,2,0,78,left_only
515,345,2,1,78,left_only
516,346,4,1,159,left_only
517,347,4,0,79,left_only
518,347,4,1,79,left_only
519,348,3,1,160,left_only
520,349,4,1,160,left_only
521,350,3,1,162,left_only
522,351,4,1,162,left_only
523,352,4,1,163,left_only
524,353,4,1,164,left_only
525,354,0,0,80,left_only
526,354,0,1,80,left_only
527,355,4,1,165,left_only
528,356,3,1,166,left_only
529,357,4,1,166,left_only
530,358,4,1,167,left_only
531,359,4,1,168,left_only
532,360,1,0,80,left_only
533,360,1,1,80,left_only
534,361,2,0,80,left_only
535,361,2,1,80,left_only
536,362,0,0,81,left_only
537,362,0,1,81,left_only
538,363,4,1,169,left_only
539,364,4,0,81,left_only
540,364,4,1,81,left_only
541,365,3,1,170,left_only
542,366,0,0,82,left_only
543,366,0,1,82,left_only
544,367,3,1,171,left_only
545,368,4,1,172,left_only
546,369,3,1,173,left_only
547,370,3,1,174,left_only
548,371,3,1,175,left_only
549,372,2,0,82,left_only
550,372,2,1,82,left_only
551,373,4,1,175,left_only
552,374,3,1,176,left_only
553,375,0,0,83,left_only
554,375,0,1,83,left_only
555,376,2,0,83,left_only
556,376,2,1,83,left_only
557,377,4,1,177,left_only
558,378,0,0,84,left_only
559,378,0,1,84,left_only
560,379,2,0,84,left_only
561,379,2,1,84,left_only
562,380,3,1,178,left_only
563,381,0,0,85,left_only
564,381,0,1,85,left_only
565,382,2,0,85,left_only
566,382,2,1,85,left_only
567,383,0,0,86,left_only
568,383,0,1,86,left_only
569,384,4,1,178,left_only
570,385,3,1,179,left_only
571,386,3,1,180,left_only
572,387,4,1,180,left_only
573,388,3,1,181,left_only
574,389,4,1,181,left_only
575,390,4,1,182,left_only
576,391,1,0,86,left_only
577,391,1,1,86,left_only
578,392,2,0,86,left_only
579,392,2,1,86,left_only
580,393,1,0,87,left_only
581,393,1,1,87,left_only
582,394,3,1,183,left_only
583,395,4,1,183,left_only
584,396,2,0,87,left_only
585,396,2,1,87,left_only
586,397,3,1,184,left_only
587,398,0,0,88,left_only
588,398,0,1,88,left_only
589,399,4,0,88,left_only
590,399,4,1,88,left_only
591,400,0,0,89,left_only
592,400,0,1,89,left_only
593,401,4,1,185,left_only
594,402,3,1,186,left_only
595,403,4,0,89,left_only
596,403,4,1,89,left_only
597,404,4,1,186,left_only
598,405,1,0,90,left_only
599,405,1,1,90,left_only
600,406,3,1,187,left_only
601,407,4,1,187,left_only
602,408,4,1,188,left_only
603,409,4,1,190,left_only
604,410,4,1,191,left_only
605,411,4,1,192,left_only
606,412,3,1,193,left_only
607,413,4,1,193,left_only
608,414,2,0,90,left_only
609,414,2,1,90,left_only
610,415,4,1,194,left_only
611,416,1,0,92,left_only
612,416,1,1,92,left_only
613,417,3,1,196,left_only
614,418,2,0,92,left_only
615,418,2,1,92,left_only
616,419,4,0,92,left_only
617,419,4,1,92,left_only
618,420,4,1,196,left_only
619,421,0,0,93,left_only
620,421,0,1,93,left_only
621,422,4,1,197,left_only
622,423,2,0,93,left_only
623,423,2,1,93,left_only
624,424,2,0,94,left_only
625,424,2,1,94,left_only
626,425,3,1,198,left_only
627,426,4,1,198,left_only
628,427,3,1,199,left_only
629,428,4,1,199,left_only
630,429,4,0,94,left_only
631,429,4,1,94,left_only
632,430,4,1,200,left_only
633,431,4,1,201,left_only
634,432,3,1,202,left_only
635,433,4,1,202,left_only
636,434,4,1,203,left_only
637,435,0,0,95,left_only
638,435,0,1,95,left_only
639,436,2,0,95,left_only
640,436,2,1,95,left_only
641,437,4,1,204,left_only
642,438,4,1,205,left_only
643,439,3,1,206,left_only
644,440,4,1,206,left_only
645,441,1,0,96,left_only
646,441,1,1,96,left_only
647,442,2,0,96,left_only
648,442,2,1,96,left_only
649,443,4,0,97,left_only
650,443,4,1,97,left_only
651,444,4,1,207,left_only
652,445,0,0,98,left_only
653,445,0,1,98,left_only
654,446,4,1,208,left_only
655,447,4,1,209,left_only
656,448,2,0,98,left_only
657,448,2,1,98,left_only
658,449,3,1,210,left_only
659,450,0,0,99,left_only
660,450,0,1,99,left_only
661,451,1,0,99,left_only
662,451,1,1,99,left_only
663,452,4,1,210,left_only
664,453,4,1,211,left_only
665,454,3,1,213,left_only
666,455,4,0,99,left_only
667,455,4,1,99,left_only
668,456,2,0,100,left_only
669,456,2,1,100,left_only
670,457,4,0,100,left_only
671,457,4,1,100,left_only
672,458,0,0,101,left_only
673,458,0,1,101,left_only
674,459,1,0,101,left_only
675,459,1,1,101,left_only
676,460,0,0,102,left_only
677,460,0,1,102,left_only
678,461,2,0,102,left_only
679,461,2,1,102,left_only
680,462,4,1,213,left_only
681,463,3,1,214,left_only
682,464,4,1,214,left_only
683,465,3,1,215,left_only
684,466,4,1,215,left_only
685,467,0,0,103,left_only
686,467,0,1,103,left_only
687,468,1,0,103,left_only
688,468,1,1,103,left_only
689,469,4,0,103,left_only
690,469,4,1,103,left_only
691,470,3,1,216,left_only
692,471,4,1,216,left_only
693,472,4,1,217,left_only
694,473,3,1,218,left_only
695,474,0,0,104,left_only
696,474,0,1,104,left_only
697,475,2,0,105,left_only
698,475,2,1,105,left_only
699,476,4,0,105,left_only
700,476,4,1,105,left_only
701,477,4,1,218,left_only
702,478,3,1,220,left_only
703,479,4,1,221,left_only
704,480,2,0,106,left_only
705,480,2,1,106,left_only
706,481,4,0,106,left_only
707,481,4,1,106,left_only
708,482,3,1,222,left_only
709,483,1,0,107,left_only
710,483,1,1,107,left_only
711,484,1,0,108,left_only
712,484,1,1,108,left_only
713,485,4,1,222,left_only
714,486,2,0,108,left_only
715,486,2,1,108,left_only
716,487,4,0,108,left_only
717,487,4,1,108,left_only
718,488,4,1,223,left_only
719,489,0,0,109,left_only
720,489,0,1,109,left_only
721,490,4,1,224,left_only
722,491,1,0,109,left_only
723,491,1,1,109,left_only
724,492,4,1,225,left_only
725,493,4,1,226,left_only
726,494,4,0,109,left_only
727,494,4,1,109,left_only
728,495,3,1,227,left_only
729,496,3,1,229,left_only
730,497,3,1,230,left_only
731,498,4,1,231,left_only
732,499,3,1,232,left_only
733,500,4,1,232,left_only
734,501,0,0,110,left_only
735,501,0,1,110,left_only
736,502,4,1,233,left_only
737,503,3,1,234,left_only
738,504,4,0,110,left_only
739,504,4,1,110,left_only
740,505,0,0,111,left_only
741,505,0,1,111,left_only
742,506,2,0,111,left_only
743,506,2,1,111,left_only
744,507,4,1,234,left_only
745,508,4,0,111,left_only
746,508,4,1,111,left_only
747,509,0,0,112,left_only
748,509,0,1,112,left_only
749,510,3,1,236,left_only
750,511,4,1,236,left_only
751,512,3,1,237,left_only
752,513,3,1,238,left_only
753,514,4,1,239,left_only
754,515,4,1,240,left_only
755,516,4,1,241,left_only
756,517,3,1,242,left_only
757,518,1,0,112,left_only
758,518,1,1,112,left_only
759,519,4,1,242,left_only
760,520,2,0,112,left_only
761,520,2,1,112,left_only
762,521,4,1,243,left_only
763,522,4,0,112,left_only
764,522,4,1,112,left_only
765,523,0,0,113,left_only
766,523,0,1,113,left_only
767,524,3,1,244,left_only
768,525,4,0,113,left_only
769,525,4,1,113,left_only
770,526,3,1,245,left_only
771,527,1,0,114,left_only
772,527,1,1,114,left_only
773,528,4,1,246,left_only
774,529,2,0,114,left_only
775,529,2,1,114,left_only
776,530,4,1,249,left_only
777,531,0,0,115,left_only
778,531,0,1,115,left_only
779,532,4,1,250,left_only
780,533,0,0,116,left_only
781,533,0,1,116,left_only
782,534,4,1,251,left_only
783,535,2,0,116,left_only
784,535,2,1,116,left_only
785,536,4,0,116,left_only
786,536,4,1,116,left_only
787,537,3,1,252,left_only
788,538,3,1,253,left_only
789,539,4,1,253,left_only
790,540,1,0,117,left_only
791,540,1,1,117,left_only
792,541,3,1,254,left_only
793,542,2,0,117,left_only
794,542,2,1,117,left_only
795,543,4,0,117,left_only
796,543,4,1,117,left_only
797,544,2,0,118,left_only
798,544,2,1,118,left_only
799,545,4,1,254,left_only
800,546,0,0,119,left_only
801,546,0,1,119,left_only
802,547,1,0,119,left_only
803,547,1,1,119,left_only
804,548,4,1,255,left_only
805,549,4,1,256,left_only
806,550,3,1,257,left_only
807,551,4,1,258,left_only
808,552,2,0,119,left_only
809,552,2,1,119,left_only
810,553,4,1,259,left_only
811,554,4,0,119,left_only
812,554,4,1,119,left_only
813,555,1,0,120,left_only
814,555,1,1,120,left_only
815,556,4,1,260,left_only
816,557,4,1,262,left_only
817,558,2,0,120,left_only
818,558,2,1,120,left_only
819,559,4,1,263,left_only
820,560,3,1,264,left_only
821,561,0,0,121,left_only
822,561,0,1,121,left_only
823,562,4,1,264,left_only
824,563,1,0,121,left_only
825,563,1,1,121,left_only
826,564,2,0,121,left_only
827,564,2,1,121,left_only
828,565,4,1,265,left_only
829,566,0,0,122,left_only
830,566,0,1,122,left_only
831,567,4,0,122,left_only
832,567,4,1,122,left_only
833,568,3,1,267,left_only
834,569,4,1,267,left_only
835,570,4,1,268,left_only
836,571,3,1,269,left_only
837,572,2,0,123,left_only
838,572,2,1,123,left_only
839,573,4,1,269,left_only
840,574,3,1,270,left_only
841,575,4,1,270,left_only
842,576,4,0,123,left_only
843,576,4,1,123,left_only
844,577,3,1,272,left_only
845,578,2,0,124,left_only
846,578,2,1,124,left_only
847,579,4,1,272,left_only
848,580,3,1,273,left_only
849,581,0,0,125,left_only
850,581,0,1,125,left_only
851,582,4,0,125,left_only
852,582,4,1,125,left_only
853,583,1,0,127,left_only
854,583,1,1,127,left_only
855,584,2,0,127,left_only
856,584,2,1,127,left_only
857,585,4,1,273,left_only
858,586,4,0,127,left_only
859,586,4,1,127,left_only
860,587,0,0,128,left_only
861,587,0,1,128,left_only
862,588,4,1,274,left_only
863,589,3,1,275,left_only
864,590,4,1,275,left_only
865,591,3,1,276,left_only
866,592,4,1,277,left_only
867,593,3,1,278,left_only
868,594,4,1,278,left_only
869,595,1,0,128,left_only
870,595,1,1,128,left_only
871,596,2,0,128,left_only
872,596,2,1,128,left_only
873,597,4,1,279,left_only
874,598,4,0,128,left_only
875,598,4,1,128,left_only
876,599,1,0,130,left_only
877,599,1,1,130,left_only
878,600,4,1,281,left_only
879,601,2,0,130,left_only
880,601,2,1,130,left_only
881,602,4,0,130,left_only
882,602,4,1,130,left_only
883,603,4,1,282,left_only
884,604,4,1,283,left_only
885,605,0,0,131,left_only
886,605,0,1,131,left_only
887,606,2,0,131,left_only
888,606,2,1,131,left_only
889,607,4,0,131,left_only
890,607,4,1,131,left_only
891,608,1,0,132,left_only
892,608,1,1,132,left_only
893,609,2,0,132,left_only
894,609,2,1,132,left_only
895,610,3,1,284,left_only
896,611,1,0,133,left_only
897,611,1,1,133,left_only
898,612,3,1,285,left_only
899,613,4,1,285,left_only
900,614,2,0,133,left_only
901,614,2,1,133,left_only
902,615,3,1,286,left_only
903,616,4,0,133,left_only
904,616,4,1,133,left_only
905,617,4,1,286,left_only
906,618,4,1,287,left_only
907,619,4,1,288,left_only
908,620,0,0,134,left_only
909,620,0,1,134,left_only
910,621,3,1,290,left_only
911,622,1,0,134,left_only
912,622,1,1,134,left_only
913,623,2,0,134,left_only
914,623,2,1,134,left_only
915,624,4,0,134,left_only
916,624,4,1,134,left_only
917,625,4,1,290,left_only
918,626,0,0,135,left_only
919,626,0,1,135,left_only
920,627,2,0,135,left_only
921,627,2,1,135,left_only
922,628,3,1,293,left_only
923,629,4,1,293,left_only
924,630,3,1,294,left_only
925,631,4,1,294,left_only
926,632,0,0,136,left_only
927,632,0,1,136,left_only
928,633,4,1,295,left_only
929,634,4,1,296,left_only
930,635,1,0,136,left_only
931,635,1,1,136,left_only
932,636,4,1,297,left_only
933,637,2,0,136,left_only
934,637,2,1,136,left_only
935,638,4,0,136,left_only
936,638,4,1,136,left_only
937,639,0,0,137,left_only
938,639,0,1,137,left_only
939,640,1,0,137,left_only
940,640,1,1,137,left_only
941,641,4,1,298,left_only
942,642,2,0,137,left_only
943,642,2,1,137,left_only
944,643,3,1,299,left_only
945,644,4,1,299,left_only
946,645,0,0,138,left_only
947,645,0,1,138,left_only
948,646,1,0,138,left_only
949,646,1,1,138,left_only
950,647,3,1,300,left_only
951,648,2,0,138,left_only
952,648,2,1,138,left_only
953,649,4,1,300,left_only
954,650,3,1,301,left_only
955,651,4,1,301,left_only
956,652,4,0,138,left_only
957,652,4,1,138,left_only
958,653,4,1,302,left_only
959,654,0,0,139,left_only
960,654,0,1,139,left_only
961,655,3,1,303,left_only
962,656,1,0,139,left_only
963,656,1,1,139,left_only
964,657,4,1,303,left_only
965,658,3,1,304,left_only
966,659,4,1,304,left_only
967,660,4,0,139,left_only
968,660,4,1,139,left_only
969,661,0,0,140,left_only
970,661,0,1,140,left_only
971,662,3,1,306,left_only
972,663,1,0,140,left_only
973,663,1,1,140,left_only
974,664,4,1,306,left_only
975,665,3,1,307,left_only
976,666,4,1,307,left_only
977,667,4,1,308,left_only
978,668,4,0,140,left_only
979,668,4,1,140,left_only
980,669,4,1,310,left_only
981,670,0,0,142,left_only
982,670,0,1,142,left_only
983,671,1,0,142,left_only
984,671,1,1,142,left_only
985,672,2,0,142,left_only
986,672,2,1,142,left_only
987,673,4,0,142,left_only
988,673,4,1,142,left_only
989,674,1,0,143,left_only
990,674,1,1,143,left_only
991,675,3,1,311,left_only
992,676,2,0,143,left_only
993,676,2,1,143,left_only
994,677,4,1,311,left_only
995,678,4,0,143,left_only
996,678,4,1,143,left_only
997,679,4,1,312,left_only
998,680,4,1,313,left_only
999,681,4,1,314,left_only
1000,682,1,0,144,left_only
1001,682,1,1,144,left_only
1002,683,2,0,144,left_only
1003,683,2,1,144,left_only
1004,684,4,0,144,left_only
1005,684,4,1,144,left_only
1006,685,3,1,316,left_only
1007,686,0,0,145,left_only
1008,686,0,1,145,left_only
