request_id,device_id,primary_port,vlan_id
99,3,1,26
100,0,1,27
101,1,0,30
101,1,1,30
102,2,0,31
102,2,1,31
103,0,0,32
103,0,1,32
104,3,1,27
105,2,1,28
106,3,1,28
107,0,1,29
108,1,0,32
108,1,1,32
109,3,1,29
110,2,1,30
111,2,0,32
111,2,1,32
112,3,1,30
113,3,1,31
114,4,1,31
115,4,1,32
116,1,0,33
116,1,1,33
117,4,0,33
117,4,1,33
118,0,1,33
119,3,1,33
120,0,1,34
121,1,1,34
122,2,1,34
123,4,1,34
124,0,1,35
125,1,1,35
126,2,1,35
127,4,0,35
127,4,1,35
128,3,1,35
129,0,1,36
130,2,0,36
130,2,1,36
131,0,0,37
131,0,1,37
132,3,1,36
133,3,1,37
134,0,1,38
135,2,1,38
136,4,1,38
137,0,0,39
137,0,1,39
138,1,1,39
139,3,1,39
140,4,1,39
141,0,1,40
142,2,1,40
143,0,0,41
143,0,1,41
144,2,0,41
144,2,1,41
145,4,0,41
145,4,1,41
146,3,1,40
147,2,0,42
147,2,1,42
148,0,1,42
149,4,1,42
150,0,0,43
150,0,1,43
151,1,0,43
151,1,1,43
152,3,1,43
153,4,0,43
153,4,1,43
154,0,0,44
154,0,1,44
155,2,0,44
155,2,1,44
156,2,0,45
156,2,1,45
157,1,1,44
158,3,1,44
159,4,0,45
159,4,1,45
160,4,1,44
161,0,1,45
162,3,1,45
163,0,0,46
163,0,1,46
164,1,1,46
165,3,1,46
166,0,0,47
166,0,1,47
167,4,1,46
168,1,1,47
169,2,0,47
169,2,1,47
170,3,1,47
171,4,1,47
172,4,0,48
172,4,1,48
173,1,0,49
173,1,1,49
174,0,1,48
175,0,1,49
176,2,1,49
177,0,0,50
177,0,1,50
178,3,1,49
179,1,0,50
179,1,1,50
180,2,0,50
180,2,1,50
181,0,0,51
181,0,1,51
182,3,1,50
183,1,0,51
183,1,1,51
184,4,1,50
185,4,0,51
185,4,1,51
186,0,0,52
186,0,1,52
187,2,0,52
187,2,1,52
188,3,1,52
189,4,0,52
189,4,1,52
190,0,0,53
190,0,1,53
191,1,0,53
191,1,1,53
192,1,0,54
192,1,1,54
193,2,1,53
194,0,0,55
194,0,1,55
195,3,1,53
196,1,0,55
196,1,1,55
197,2,0,55
197,2,1,55
198,0,0,56
198,0,1,56
199,4,1,53
200,3,1,54
201,1,0,56
201,1,1,56
202,3,1,56
203,1,0,57
203,1,1,57
204,0,1,57
205,2,0,57
205,2,1,57
206,3,1,57
207,1,1,58
208,2,0,58
208,2,1,58
209,1,0,59
209,1,1,59
210,3,1,58
211,4,1,58
212,0,1,59
213,4,0,59
213,4,1,59
214,1,0,60
214,1,1,60
215,2,1,59
216,3,1,59
217,3,1,60
218,4,1,60
219,2,0,61
219,2,1,61
220,4,0,61
220,4,1,61
221,0,1,61
222,0,0,62
222,0,1,62
223,1,0,62
223,1,1,62
224,2,1,62
225,4,0,62
225,4,1,62
226,0,0,63
226,0,1,63
227,3,1,62
228,1,0,63
228,1,1,63
229,2,1,63
230,3,1,63
231,4,0,63
231,4,1,63
232,0,0,64
232,0,1,64
233,1,0,64
233,1,1,64
234,2,1,64
235,0,0,65
235,0,1,65
236,1,0,65
236,1,1,65
237,3,1,64
238,4,0,65
238,4,1,65
239,1,0,66
239,1,1,66
240,2,1,65
241,3,1,65
242,0,1,66
243,2,1,66
244,4,0,66
244,4,1,66
245,0,1,67
246,1,0,67
246,1,1,67
247,2,1,67
248,4,0,67
248,4,1,67
249,1,0,68
249,1,1,68
250,3,1,67
251,4,0,68
251,4,1,68
252,0,0,69
252,0,1,69
253,1,0,69
253,1,1,69
254,3,1,68
255,2,1,69
256,4,0,69
256,4,1,69
257,1,0,70
257,1,1,70
258,3,1,69
259,2,0,70
259,2,1,70
260,4,0,70
260,4,1,70
261,0,0,71
261,0,1,71
262,3,1,70
263,1,1,71
264,0,0,72
264,0,1,72
265,3,1,71
266,2,0,72
266,2,1,72
267,3,1,72
268,4,1,72
269,0,0,73
269,0,1,73
270,1,0,73
270,1,1,73
271,2,1,73
272,1,0,74
272,1,1,74
273,4,0,74
273,4,1,74
274,4,0,75
274,4,1,75
275,1,0,76
275,1,1,76
276,2,0,76
276,2,1,76
277,3,1,73
278,4,1,73
279,4,0,76
279,4,1,76
280,0,0,77
280,0,1,77
281,2,0,77
281,2,1,77
282,0,1,74
283,2,0,78
283,2,1,78
284,4,0,79
284,4,1,79
285,0,0,80
285,0,1,80
286,2,1,74
287,1,0,80
287,1,1,80
288,3,1,75
289,2,0,80
289,2,1,80
290,3,1,76
291,3,1,77
292,3,1,78
293,4,1,78
294,0,0,81
294,0,1,81
295,4,0,81
295,4,1,81
296,0,1,79
297,0,0,82
297,0,1,82
298,1,1,79
299,2,0,82
299,2,1,82
300,2,1,79
301,3,1,79
302,3,1,80
303,3,1,81
304,4,1,82
305,0,0,83
305,0,1,83
306,2,1,83
307,0,1,84
308,2,1,84
309,0,0,85
309,0,1,85
310,4,1,84
311,2,1,85
312,3,1,85
313,0,0,86
313,0,1,86
314,1,0,86
314,1,1,86
315,4,1,85
316,2,0,86
316,2,1,86
317,0,1,87
318,1,1,87
319,2,1,87
320,0,0,88
320,0,1,88
321,2,1,88
322,4,0,88
322,4,1,88
323,0,0,89
323,0,1,89
324,3,1,88
325,1,1,89
326,2,1,89
327,4,0,89
327,4,1,89
328,3,1,89
329,1,0,90
329,1,1,90
330,2,1,90
331,1,0,92
331,1,1,92
332,3,1,90
333,2,0,92
333,2,1,92
334,4,0,92
334,4,1,92
335,0,1,91
336,0,0,93
336,0,1,93
337,1,1,91
338,2,1,91
339,2,0,93
339,2,1,93
340,2,0,94
340,2,1,94
341,0,1,92
342,4,0,94
342,4,1,94
343,3,1,92
344,0,0,95
344,0,1,95
345,2,0,95
345,2,1,95
346,4,1,93
347,1,0,96
347,1,1,96
348,1,1,94
349,4,1,95
350,0,1,96
351,2,1,96
352,3,1,96
353,4,1,96
354,4,0,97
354,4,1,97
355,0,1,97
356,3,1,97
357,0,1,98
358,2,1,98
359,3,1,98
360,0,0,99
360,0,1,99
361,1,0,99
361,1,1,99
362,4,0,99
362,4,1,99
363,2,1,99
364,2,0,100
364,2,1,100
365,3,1,100
366,4,0,100
366,4,1,100
367,0,1,101
368,1,1,101
369,2,1,101
370,3,1,101
371,4,1,101
372,0,0,102
372,0,1,102
373,1,1,102
374,2,1,102
375,0,0,103
375,0,1,103
376,1,0,103
376,1,1,103
377,2,1,103
378,4,0,103
378,4,1,103
379,0,0,104
379,0,1,104
380,1,1,104
381,2,0,105
381,2,1,105
382,4,0,105
382,4,1,105
383,2,0,106
383,2,1,106
384,3,1,104
385,3,1,105
386,1,1,106
387,3,1,106
388,4,1,106
389,1,1,107
390,2,1,107
391,1,0,108
391,1,1,108
392,2,0,108
392,2,1,108
393,4,0,108
393,4,1,108
394,3,1,107
395,4,1,107
396,0,0,109
396,0,1,109
397,3,1,108
398,1,0,109
398,1,1,109
399,4,0,109
399,4,1,109
400,0,0,110
400,0,1,110
401,2,1,109
402,2,1,110
403,4,0,110
403,4,1,110
404,3,1,110
405,0,0,111
405,0,1,111
406,1,1,111
407,2,1,111
408,3,1,111
409,4,1,111
410,0,1,112
411,1,1,112
412,2,1,112
413,3,1,112
414,4,0,112
414,4,1,112
415,0,1,113
416,4,0,113
416,4,1,113
417,1,1,113
418,1,0,114
418,1,1,114
419,2,0,114
419,2,1,114
420,2,1,113
421,0,0,115
421,0,1,115
422,3,1,113
423,0,0,116
423,0,1,116
424,2,0,116
424,2,1,116
425,0,1,114
426,3,1,114
427,4,1,114
428,3,1,115
429,4,0,116
429,4,1,116
430,4,1,115
431,1,1,116
432,3,1,116
433,1,1,117
434,2,1,117
435,4,0,117
435,4,1,117
436,2,0,118
436,2,1,118
437,0,1,118
438,1,1,118
439,3,1,118
440,4,1,118
441,0,0,119
441,0,1,119
442,1,0,119
442,1,1,119
443,2,0,119
443,2,1,119
444,4,1,119
445,1,0,120
445,1,1,120
446,2,1,120
447,3,1,120
448,0,0,121
448,0,1,121
449,1,1,121
450,2,0,121
450,2,1,121
451,0,0,122
451,0,1,122
452,4,1,122
453,1,1,123
454,2,1,123
455,4,0,123
455,4,1,123
456,2,0,124
456,2,1,124
457,0,0,125
457,0,1,125
458,4,0,125
458,4,1,125
459,1,0,127
459,1,1,127
460,2,0,127
460,2,1,127
461,4,0,127
461,4,1,127
462,3,1,123
463,0,1,124
464,3,1,124
465,1,1,126
466,3,1,126
467,0,0,128
467,0,1,128
468,1,0,128
468,1,1,128
469,2,0,128
469,2,1,128
470,0,1,127
471,3,1,127
472,4,1,128
473,1,1,130
474,2,0,130
474,2,1,130
475,4,0,130
475,4,1,130
476,0,0,131
476,0,1,131
477,3,1,130
478,2,1,131
479,4,1,131
480,1,0,132
480,1,1,132
481,2,0,132
481,2,1,132
482,3,1,132
483,1,0,133
483,1,1,133
484,2,0,133
484,2,1,133
485,4,1,132
486,4,0,133
486,4,1,133
487,0,0,134
487,0,1,134
488,3,1,133
489,1,0,134
489,1,1,134
490,2,1,134
491,4,0,134
491,4,1,134
492,3,1,134
493,0,1,135
494,2,0,135
494,2,1,135
495,1,1,135
496,3,1,135
497,0,1,136
498,1,1,136
499,2,1,136
500,3,1,136
501,4,0,136
501,4,1,136
502,0,1,137
503,1,1,137
504,2,0,137
504,2,1,137
505,0,0,138
505,0,1,138
506,1,0,138
506,1,1,138
507,3,1,137
508,2,0,138
508,2,1,138
509,4,0,138
509,4,1,138
510,0,1,139
511,1,1,139
512,4,1,139
513,0,1,140
514,1,1,140
515,2,1,140
516,3,1,140
517,4,1,140
518,0,0,142
518,0,1,142
519,1,1,141
520,1,0,142
520,1,1,142
521,3,1,141
522,2,0,142
522,2,1,142
523,4,0,142
523,4,1,142
524,1,1,143
525,2,0,143
525,2,1,143
526,4,1,143
527,1,0,144
527,1,1,144
528,2,1,144
529,4,0,144
529,4,1,144
530,3,1,144
531,0,0,145
531,0,1,145
532,1,1,145
533,0,0,146
533,0,1,146
534,2,1,145
535,2,0,146
535,2,1,146
536,0,0,147
536,0,1,147
537,1,1,146
538,4,1,146
539,1,1,147
540,0,0,148
540,0,1,148
541,4,1,147
542,1,0,148
542,1,1,148
543,4,0,148
543,4,1,148
544,2,0,149
544,2,1,149
545,1,1,149
546,0,0,150
546,0,1,150
547,1,0,150
547,1,1,150
548,4,1,149
549,2,1,150
550,3,1,150
551,4,1,150
552,0,0,151
552,0,1,151
553,1,1,151
554,2,0,151
554,2,1,151
555,1,0,152
555,1,1,152
556,3,1,151
557,2,1,152
558,4,0,152
558,4,1,152
559,3,1,152
560,0,1,153
561,0,0,154
561,0,1,154
562,1,1,153
563,1,0,154
563,1,1,154
564,4,0,154
564,4,1,154
565,2,1,153
566,0,0,155
566,0,1,155
567,1,0,155
567,1,1,155
568,3,1,153
569,3,1,154
570,2,1,155
571,4,1,155
572,2,0,156
572,2,1,156
573,0,1,156
574,1,1,156
575,3,1,156
576,4,0,156
576,4,1,156
577,1,1,157
578,4,0,157
578,4,1,157
579,3,1,157
580,0,1,158
581,4,0,158
581,4,1,158
582,1,0,159
582,1,1,159
583,2,0,159
583,2,1,159
584,1,0,160
584,1,1,160
585,3,1,158
586,2,0,160
586,2,1,160
587,4,0,160
587,4,1,160
588,3,1,159
589,4,1,159
590,0,1,160
591,3,1,160
592,0,1,162
593,1,1,162
594,2,1,162
595,4,0,163
595,4,1,163
596,0,0,164
596,0,1,164
597,3,1,162
598,1,0,164
598,1,1,164
599,2,0,164
599,2,1,164
600,4,1,162
601,4,0,164
601,4,1,164
602,0,0,165
602,0,1,165
603,0,1,163
604,2,1,163
605,1,0,165
605,1,1,165
606,4,0,165
606,4,1,165
607,1,0,166
607,1,1,166
608,4,0,166
608,4,1,166
609,0,0,167
609,0,1,167
610,3,1,164
611,1,0,167
611,1,1,167
612,2,1,165
613,3,1,165
614,2,0,167
614,2,1,167
615,0,1,166
616,4,0,167
616,4,1,167
617,3,1,166
618,0,1,168
619,1,1,168
620,2,0,168
620,2,1,168
621,4,1,168
622,0,0,169
622,0,1,169
623,1,0,169
623,1,1,169
624,2,0,169
624,2,1,169
625,4,1,169
626,1,0,170
626,1,1,170
627,0,0,171
627,0,1,171
628,3,1,170
629,1,1,171
630,2,1,171
631,3,1,171
632,0,0,172
632,0,1,172
633,1,1,172
634,3,1,172
635,0,0,174
635,0,1,174
636,4,1,172
637,2,0,174
637,2,1,174
638,0,0,175
638,0,1,175
639,4,0,175
639,4,1,175
640,0,0,176
640,0,1,176
641,0,1,173
642,1,0,176
642,1,1,176
643,1,1,173
644,3,1,173
645,2,0,176
645,2,1,176
646,1,0,177
646,1,1,177
647,3,1,174
648,2,0,177
648,2,1,177
649,2,1,175
650,3,1,175
651,3,1,176
652,4,0,177
652,4,1,177
653,0,1,177
654,1,0,178
654,1,1,178
655,2,1,178
656,4,0,178
656,4,1,178
657,3,1,178
658,0,1,179
659,1,1,179
660,2,0,180
660,2,1,180
661,4,0,180
661,4,1,180
662,3,1,179
663,4,0,181
663,4,1,181
664,0,1,180
665,1,1,180
666,3,1,180
667,2,1,181
668,0,0,182
668,0,1,182
669,3,1,181
670,1,0,182
670,1,1,182
671,4,0,182
671,4,1,182
672,0,0,183
672,0,1,183
673,1,0,183
673,1,1,183
674,4,0,183
674,4,1,183
675,2,1,182
676,0,0,184
676,0,1,184
677,3,1,182
678,1,0,184
678,1,1,184
679,2,1,183
680,3,1,183
681,2,1,184
682,1,0,185
682,1,1,185
683,4,0,185
683,4,1,185
684,0,0,186
684,0,1,186
685,3,1,184
686,1,0,186
686,1,1,186
687,2,0,186
687,2,1,186
688,4,0,186
688,4,1,186
689,4,0,187
689,4,1,187
690,2,1,185
691,3,1,186
692,1,0,188
692,1,1,188
693,2,0,188
693,2,1,188
694,1,0,189
694,1,1,189
695,2,0,189
695,2,1,189
696,0,0,190
696,0,1,190
697,1,1,187
698,1,0,190
698,1,1,190
699,2,1,187
700,3,1,187
701,3,1,188
702,0,0,191
702,0,1,191
703,4,1,188
704,0,1,189
705,1,0,191
705,1,1,191
706,0,0,192
706,0,1,192
707,3,1,189
708,4,0,192
708,4,1,192
709,3,1,190
710,0,0,193
710,0,1,193
711,2,0,193
711,2,1,193
712,0,0,194
712,0,1,194
713,4,1,190
714,1,0,194
714,1,1,194
715,4,0,194
715,4,1,194
716,3,1,191
717,4,1,191
718,2,0,195
718,2,1,195
719,0,0,196
719,0,1,196
720,1,1,192
721,1,0,196
721,1,1,196
722,3,1,192
723,3,1,193
724,4,1,193
725,4,0,196
725,4,1,196
726,0,0,197
726,0,1,197
727,1,0,197
727,1,1,197
728,2,0,197
728,2,1,197
729,4,0,197
729,4,1,197
730,0,0,198
730,0,1,198
731,1,0,198
731,1,1,198
732,3,1,194
733,2,0,198
733,2,1,198
734,3,1,195
735,3,1,196
736,4,0,198
736,4,1,198
737,3,1,197
738,0,0,199
738,0,1,199
739,1,0,199
739,1,1,199
740,0,0,200
740,0,1,200
741,1,0,200
741,1,1,200
742,2,0,200
742,2,1,200
743,3,1,198
744,4,0,200
744,4,1,200
745,4,0,201
745,4,1,201
746,3,1,199
747,0,0,202
747,0,1,202
748,1,0,202
748,1,1,202
749,4,1,199
750,1,0,203
750,1,1,203
751,4,0,203
751,4,1,203
752,0,1,201
753,1,0,204
753,1,1,204
754,4,0,204
754,4,1,204
755,0,0,205
755,0,1,205
756,4,0,205
756,4,1,205
757,2,0,206
757,2,1,206
758,1,1,201
759,4,0,206
759,4,1,206
760,1,0,207
760,1,1,207
761,0,0,208
761,0,1,208
762,1,0,208
762,1,1,208
763,4,0,208
763,4,1,208
764,2,1,201
765,0,0,209
765,0,1,209
766,3,1,201
767,2,1,202
768,2,0,209
768,2,1,209
769,4,0,209
769,4,1,209
770,3,1,202
771,4,1,202
772,0,0,210
772,0,1,210
773,1,0,210
773,1,1,210
774,0,1,203
775,2,1,203
776,3,1,203
777,0,1,204
778,2,0,210
778,2,1,210
779,2,1,204
780,3,1,204
781,1,0,211
781,1,1,211
782,2,1,205
783,2,0,211
783,2,1,211
784,3,1,205
785,4,0,211
785,4,1,211
786,0,0,212
786,0,1,212
787,1,0,212
787,1,1,212
788,3,1,206
789,2,0,212
789,2,1,212
790,2,1,207
791,3,1,207
792,0,0,213
792,0,1,213
793,4,1,207
794,3,1,208
795,2,0,214
795,2,1,214
796,3,1,210
797,4,1,210
798,0,0,215
798,0,1,215
799,3,1,211
800,1,0,215
800,1,1,215
801,3,1,212
802,4,0,215
802,4,1,215
803,1,1,213
804,2,0,216
804,2,1,216
805,4,0,216
805,4,1,216
806,3,1,213
807,1,0,217
807,1,1,217
808,2,0,217
808,2,1,217
809,4,0,217
809,4,1,217
810,4,1,213
811,1,1,214
812,4,0,218
812,4,1,218
813,0,0,219
813,0,1,219
814,2,0,219
814,2,1,219
815,0,0,220
815,0,1,220
816,3,1,214
817,1,0,220
817,1,1,220
818,4,1,214
819,2,1,215
820,3,1,215
821,3,1,216
822,2,0,220
822,2,1,220
823,0,1,217
824,0,0,221
824,0,1,221
825,0,1,218
826,2,0,221
826,2,1,221
827,4,0,221
827,4,1,221
828,0,0,222
828,0,1,222
829,2,1,218
830,3,1,218
831,3,1,219
832,2,0,222
832,2,1,222
833,0,0,223
833,0,1,223
834,3,1,220
835,2,0,223
835,2,1,223
836,3,1,221
837,4,0,223
837,4,1,223
838,0,0,224
838,0,1,224
839,2,0,224
839,2,1,224
840,3,1,222
841,4,0,224
841,4,1,224
842,0,0,225
842,0,1,225
843,4,1,222
844,3,1,223
845,3,1,224
846,1,0,225
846,1,1,225
847,2,0,225
847,2,1,225
848,4,0,225
848,4,1,225
849,1,1,226
850,2,0,226
850,2,1,226
851,3,1,226
852,4,1,226
853,0,1,227
854,1,1,227
855,2,0,227
855,2,1,227
856,0,0,228
856,0,1,228
857,1,0,228
857,1,1,228
858,0,0,229
858,0,1,229
859,3,1,227
860,2,1,228
861,1,0,229
861,1,1,229
862,3,1,228
863,0,0,231
863,0,1,231
864,3,1,229
865,1,1,230
866,3,1,230
867,1,1,231
868,4,0,231
868,4,1,231
869,2,0,232
869,2,1,232
870,3,1,231
871,0,1,232
872,4,0,232
872,4,1,232
873,3,1,232
874,0,0,233
874,0,1,233
875,3,1,233
876,4,1,233
877,2,0,234
877,2,1,234
878,3,1,234
879,4,0,234
879,4,1,234
880,0,1,235
881,1,1,235
882,2,1,235
883,0,0,236
883,0,1,236
884,1,0,236
884,1,1,236
885,2,0,236
885,2,1,236
886,0,0,237
886,0,1,237
887,3,1,236
888,1,0,237
888,1,1,237
889,2,0,237
889,2,1,237
890,0,0,238
890,0,1,238
891,4,1,236
892,3,1,237
893,1,0,238
893,1,1,238
894,2,1,238
895,0,0,239
895,0,1,239
896,3,1,238
897,1,1,239
898,3,1,239
899,4,0,239
899,4,1,239
900,0,0,240
900,0,1,240
901,1,1,240
902,2,1,240
903,4,1,240
904,2,1,241
905,4,0,241
905,4,1,241
906,3,1,241
907,4,0,242
907,4,1,242
908,1,1,242
909,3,1,242
910,1,1,243
911,2,0,243
911,2,1,243
912,4,0,243
912,4,1,243
913,3,1,243
914,0,0,244
914,0,1,244
915,0,0,245
915,0,1,245
916,1,1,244
917,2,1,244
918,2,0,245
918,2,1,245
919,3,1,244
920,0,0,246
920,0,1,246
921,1,1,245
922,2,0,246
922,2,1,246
923,3,1,245
924,0,0,247
924,0,1,247
925,2,0,247
925,2,1,247
926,1,1,246
927,4,1,246
928,0,0,249
928,0,1,249
929,1,0,249
929,1,1,249
930,1,1,247
931,2,0,249
931,2,1,249
932,0,0,250
932,0,1,250
933,1,0,250
933,1,1,250
934,4,0,250
934,4,1,250
935,0,0,251
935,0,1,251
936,3,1,247
937,1,0,251
937,1,1,251
938,4,0,251
938,4,1,251
939,0,1,248
940,1,1,248
941,0,0,253
941,0,1,253
942,4,0,253
942,4,1,253
943,4,1,249
944,1,0,254
944,1,1,254
945,3,1,250
946,3,1,252
947,4,0,254
947,4,1,254
948,1,0,255
948,1,1,255
949,2,1,253
950,3,1,253
951,0,1,254
952,2,0,255
952,2,1,255
953,4,0,255
953,4,1,255
954,2,0,256
954,2,1,256
955,2,1,254
956,1,0,257
956,1,1,257
957,3,1,254
958,2,0,257
958,2,1,257
959,0,0,258
959,0,1,258
960,0,1,255
961,1,0,258
961,1,1,258
962,2,0,258
962,2,1,258
963,4,0,258
963,4,1,258
964,0,0,259
964,0,1,259
965,0,1,256
966,3,1,256
967,1,0,259
967,1,1,259
968,2,0,259
968,2,1,259
969,4,0,259
969,4,1,259
970,0,0,260
970,0,1,260
971,1,0,260
971,1,1,260
972,4,1,256
973,2,0,260
973,2,1,260
974,3,1,257
975,1,0,261
975,1,1,261
976,0,0,262
976,0,1,262
977,1,0,262
977,1,1,262
978,2,0,262
978,2,1,262
979,3,1,258
980,3,1,259
981,1,0,263
981,1,1,263
982,4,0,263
982,4,1,263
983,4,1,260
984,3,1,261
985,2,0,264
985,2,1,264
986,4,0,264
986,4,1,264
987,0,0,265
987,0,1,265
988,1,0,265
988,1,1,265
989,3,1,262
990,4,0,265
990,4,1,265
991,4,1,262
992,0,1,263
993,0,0,266
993,0,1,266
994,2,1,263
995,1,0,266
995,1,1,266
996,2,0,266
996,2,1,266
997,0,1,264
998,0,0,267
998,0,1,267
999,4,0,267
999,4,1,267
1000,0,0,268
1000,0,1,268
1001,1,0,268
1001,1,1,268
1002,2,0,268
1002,2,1,268
1003,4,0,268
1003,4,1,268
1004,3,1,264
1005,3,1,265
1006,4,0,269
1006,4,1,269
1007,3,1,266
1008,1,0,270
1008,1,1,270
1009,2,0,270
1009,2,1,270
1010,3,1,267
1011,0,1,269
1012,2,1,269
1013,4,0,270
1013,4,1,270
1014,3,1,269
1015,0,0,271
1015,0,1,271
1016,3,1,270
1017,1,0,271
1017,1,1,271
1018,2,1,271
1019,0,1,272
1020,1,0,272
1020,1,1,272
1021,2,0,272
1021,2,1,272
1022,3,1,272
1023,4,1,272
1024,0,0,273
1024,0,1,273
1025,1,1,273
1026,4,0,273
1026,4,1,273
1027,0,0,274
1027,0,1,274
1028,2,1,273
1029,1,0,274
1029,1,1,274
1030,3,1,273
1031,2,1,274
1032,3,1,274
1033,4,1,274
1034,1,0,275
1034,1,1,275
1035,2,0,275
1035,2,1,275
1036,3,1,275
1037,4,0,275
1037,4,1,275
1038,1,0,276
1038,1,1,276
1039,2,0,277
1039,2,1,277
1040,2,1,276
1041,4,0,277
1041,4,1,277
1042,3,1,276
1043,4,0,278
1043,4,1,278
1044,1,0,279
1044,1,1,279
1045,1,1,277
1046,2,0,280
1046,2,1,280
1047,3,1,277
1048,2,1,278
1049,3,1,278
1050,4,1,279
1051,0,0,281
1051,0,1,281
1052,1,1,281
1053,2,1,281
1054,4,1,281
1055,0,1,282
1056,1,1,282
1057,3,1,282
1058,4,1,282
1059,0,1,283
1060,1,0,283
1060,1,1,283
1061,3,1,283
1062,4,0,283
1062,4,1,283
1063,2,0,284
1063,2,1,284
1064,0,1,284
1065,3,1,284
1066,1,0,285
1066,1,1,285
1067,2,0,285
1067,2,1,285
1068,3,1,285
1069,2,0,286
1069,2,1,286
1070,4,0,286
1070,4,1,286
1071,4,1,285
1072,0,0,287
1072,0,1,287
1073,3,1,286
1074,4,0,287
1074,4,1,287
1075,0,0,288
1075,0,1,288
1076,3,1,287
1077,1,1,288
1078,2,1,288
1079,3,1,288
1080,4,0,288
1080,4,1,288
1081,1,0,289
1081,1,1,289
1082,2,1,289
1083,1,0,290
1083,1,1,290
1084,2,0,290
1084,2,1,290
1085,0,1,290
1086,4,0,290
1086,4,1,290
1087,3,1,290
1088,0,0,292
1088,0,1,292
1089,2,0,292
1089,2,1,292
1090,1,1,291
1091,0,0,293
1091,0,1,293
1092,3,1,291
1093,1,1,292
1094,3,1,292
1095,1,0,293
1095,1,1,293
1096,4,0,293
1096,4,1,293
1097,3,1,293
1098,0,1,294
1099,2,0,294
1099,2,1,294
1100,0,0,295
1100,0,1,295
1101,3,1,294
1102,4,1,294
1103,1,1,295
1104,2,1,295
1105,3,1,295
1106,4,1,295
1107,0,1,296
1108,1,1,296
1109,2,0,296
1109,2,1,296
1110,4,1,296
1111,0,1,297
1112,1,0,297
1112,1,1,297
1113,2,0,297
1113,2,1,297
1114,4,1,297
1115,0,1,298
1116,4,0,298
1116,4,1,298
1117,4,0,299
1117,4,1,299
1118,0,0,300
1118,0,1,300
1119,1,0,300
1119,1,1,300
1120,4,0,300
1120,4,1,300
1121,2,0,301
1121,2,1,301
1122,4,0,301
1122,4,1,301
1123,2,1,298
1124,3,1,299
1125,2,0,302
1125,2,1,302
1126,2,1,300
1127,3,1,300
1128,1,1,301
1129,3,1,301
1130,1,1,302
1131,3,1,302
1132,4,1,302
1133,1,0,303
1133,1,1,303
1134,2,0,303
1134,2,1,303
1135,1,0,304
1135,1,1,304
1136,3,1,303
1137,4,1,303
1138,0,1,304
1139,2,0,304
1139,2,1,304
1140,4,0,304
1140,4,1,304
1141,3,1,304
1142,0,0,305
1142,0,1,305
1143,1,1,305
1144,0,0,306
1144,0,1,306
1145,1,0,306
1145,1,1,306
1146,2,1,305
1147,2,0,306
1147,2,1,306
1148,3,1,305
1149,4,0,306
1149,4,1,306
1150,3,1,306
