request_id,device_id,primary_port,vlan_id
99,4,1,41
100,4,1,42
101,0,0,28
101,0,1,28
102,4,0,28
102,4,1,28
103,1,0,29
103,1,1,29
104,4,1,43
105,3,1,44
106,4,1,44
107,4,1,45
108,4,0,29
108,4,1,29
109,4,1,46
110,3,1,47
111,0,0,30
111,0,1,30
112,4,1,47
113,4,1,48
114,3,1,49
115,4,1,50
116,1,0,30
116,1,1,30
117,2,0,31
117,2,1,31
118,4,1,51
119,4,1,52
120,4,1,53
121,3,1,54
122,3,1,56
123,3,1,58
124,4,1,58
125,4,1,59
126,4,1,60
127,0,0,32
127,0,1,32
128,4,1,61
129,3,1,62
130,1,0,32
130,1,1,32
131,2,0,32
131,2,1,32
132,4,1,62
133,3,1,63
134,4,1,63
135,3,1,64
136,3,1,65
137,4,0,32
137,4,1,32
138,4,1,65
139,4,1,66
140,4,1,67
141,4,1,68
142,4,1,69
143,1,0,33
143,1,1,33
144,4,0,33
144,4,1,33
145,0,0,34
145,0,1,34
146,4,1,70
147,1,0,34
147,1,1,34
148,4,1,72
149,3,1,73
150,2,0,34
150,2,1,34
151,1,0,35
151,1,1,35
152,4,1,73
153,2,0,35
153,2,1,35
154,4,0,35
154,4,1,35
155,2,0,36
155,2,1,36
156,0,0,37
156,0,1,37
157,4,1,74
158,4,1,75
159,0,0,38
159,0,1,38
160,3,1,76
161,4,1,76
162,4,1,78
163,4,0,38
163,4,1,38
164,3,1,79
165,4,1,79
166,0,0,39
166,0,1,39
167,3,1,80
168,4,1,81
169,4,0,39
169,4,1,39
170,4,1,82
171,4,1,84
172,2,0,40
172,2,1,40
173,0,0,41
173,0,1,41
174,3,1,85
175,4,1,85
176,3,1,88
177,2,0,41
177,2,1,41
178,4,1,88
179,4,0,41
179,4,1,41
180,2,0,42
180,2,1,42
181,4,0,42
181,4,1,42
182,4,1,89
183,0,0,43
183,0,1,43
184,3,1,90
185,1,0,43
185,1,1,43
186,4,0,43
186,4,1,43
187,0,0,44
187,0,1,44
188,3,1,92
189,2,0,44
189,2,1,44
190,2,0,45
190,2,1,45
191,4,0,45
191,4,1,45
192,0,0,46
192,0,1,46
193,4,1,92
194,1,0,46
194,1,1,46
195,4,1,93
196,0,0,47
196,0,1,47
197,1,0,47
197,1,1,47
198,2,0,47
198,2,1,47
199,4,1,94
200,4,1,95
201,4,0,47
201,4,1,47
202,4,1,96
203,4,0,48
203,4,1,48
204,3,1,97
205,1,0,49
205,1,1,49
206,4,1,97
207,3,1,98
208,2,0,49
208,2,1,49
209,0,0,50
209,0,1,50
210,4,1,99
211,4,1,100
212,3,1,101
213,1,0,50
213,1,1,50
214,2,0,50
214,2,1,50
215,4,1,101
216,4,1,103
217,3,1,104
218,3,1,105
219,0,0,51
219,0,1,51
220,1,0,51
220,1,1,51
221,4,1,105
222,4,0,51
222,4,1,51
223,0,0,52
223,0,1,52
224,4,1,106
225,2,0,52
225,2,1,52
226,4,0,52
226,4,1,52
227,3,1,107
228,0,0,53
228,0,1,53
229,4,1,107
230,3,1,108
231,1,0,53
231,1,1,53
232,1,0,54
232,1,1,54
233,0,0,55
233,0,1,55
234,4,1,108
235,1,0,55
235,1,1,55
236,2,0,55
236,2,1,55
237,4,1,109
238,0,0,56
238,0,1,56
239,1,0,56
239,1,1,56
240,4,1,110
241,4,1,111
242,4,1,112
243,3,1,113
244,1,0,57
244,1,1,57
245,4,1,113
246,2,0,57
246,2,1,57
247,4,1,114
248,1,0,58
248,1,1,58
249,2,0,58
249,2,1,58
250,3,1,115
251,1,0,59
251,1,1,59
252,4,0,59
252,4,1,59
253,1,0,60
253,1,1,60
254,4,1,115
255,4,1,116
256,2,0,61
256,2,1,61
257,4,0,61
257,4,1,61
258,4,1,117
259,0,0,62
259,0,1,62
260,1,0,62
260,1,1,62
261,2,0,62
261,2,1,62
262,3,1,118
263,4,1,118
264,4,0,62
264,4,1,62
265,4,1,119
266,0,0,63
266,0,1,63
267,3,1,120
268,4,1,122
269,1,0,63
269,1,1,63
270,2,0,63
270,2,1,63
271,3,1,123
272,4,0,63
272,4,1,63
273,0,0,64
273,0,1,64
274,1,0,64
274,1,1,64
275,2,0,64
275,2,1,64
276,0,0,65
276,0,1,65
277,4,1,123
278,4,1,125
279,1,0,65
279,1,1,65
280,4,0,65
280,4,1,65
281,1,0,66
281,1,1,66
282,4,1,127
283,2,0,66
283,2,1,66
284,4,0,66
284,4,1,66
285,1,0,67
285,1,1,67
286,4,1,128
287,4,0,67
287,4,1,67
288,3,1,130
289,1,0,68
289,1,1,68
290,4,1,130
291,4,1,131
292,3,1,132
293,4,1,132
294,4,0,68
294,4,1,68
295,0,0,69
295,0,1,69
296,3,1,133
297,1,0,69
297,1,1,69
298,4,1,133
299,4,0,69
299,4,1,69
300,3,1,134
301,4,1,134
302,3,1,135
303,4,1,136
304,4,1,138
305,1,0,70
305,1,1,70
306,4,1,139
307,3,1,140
308,4,1,140
309,2,0,70
309,2,1,70
310,4,1,142
311,4,1,143
312,4,1,144
313,4,0,70
313,4,1,70
314,0,0,71
314,0,1,71
315,4,1,146
316,1,0,71
316,1,1,71
317,4,1,147
318,4,1,148
319,4,1,149
320,0,0,72
320,0,1,72
321,4,1,150
322,2,0,72
322,2,1,72
323,0,0,73
323,0,1,73
324,3,1,152
325,4,1,152
326,3,1,154
327,1,0,73
327,1,1,73
328,4,1,154
329,2,0,73
329,2,1,73
330,4,1,155
331,1,0,74
331,1,1,74
332,3,1,156
333,4,0,74
333,4,1,74
334,4,0,75
334,4,1,75
335,4,1,156
336,1,0,76
336,1,1,76
337,4,1,157
338,3,1,158
339,2,0,76
339,2,1,76
340,4,0,76
340,4,1,76
341,4,1,158
342,0,0,77
342,0,1,77
343,3,1,159
344,2,0,77
344,2,1,77
345,2,0,78
345,2,1,78
346,4,1,159
347,4,0,79
347,4,1,79
348,3,1,160
349,4,1,160
350,3,1,162
351,4,1,162
352,4,1,163
353,4,1,164
354,0,0,80
354,0,1,80
355,4,1,165
356,3,1,166
357,4,1,166
358,4,1,167
359,4,1,168
360,1,0,80
360,1,1,80
361,2,0,80
361,2,1,80
362,0,0,81
362,0,1,81
363,4,1,169
364,4,0,81
364,4,1,81
365,3,1,170
366,0,0,82
366,0,1,82
367,3,1,171
368,4,1,172
369,3,1,173
370,3,1,174
371,3,1,175
372,2,0,82
372,2,1,82
373,4,1,175
374,3,1,176
375,0,0,83
375,0,1,83
376,2,0,83
376,2,1,83
377,4,1,177
378,0,0,84
378,0,1,84
379,2,0,84
379,2,1,84
380,3,1,178
381,0,0,85
381,0,1,85
382,2,0,85
382,2,1,85
383,0,0,86
383,0,1,86
384,4,1,178
385,3,1,179
386,3,1,180
387,4,1,180
388,3,1,181
389,4,1,181
390,4,1,182
391,1,0,86
391,1,1,86
392,2,0,86
392,2,1,86
393,1,0,87
393,1,1,87
394,3,1,183
395,4,1,183
396,2,0,87
396,2,1,87
397,3,1,184
398,0,0,88
398,0,1,88
399,4,0,88
399,4,1,88
400,0,0,89
400,0,1,89
401,4,1,185
402,3,1,186
403,4,0,89
403,4,1,89
404,4,1,186
405,1,0,90
405,1,1,90
406,3,1,187
407,4,1,187
408,4,1,188
409,4,1,190
410,4,1,191
411,4,1,192
412,3,1,193
413,4,1,193
414,2,0,90
414,2,1,90
415,4,1,194
416,1,0,92
416,1,1,92
417,3,1,196
418,2,0,92
418,2,1,92
419,4,0,92
419,4,1,92
420,4,1,196
421,0,0,93
421,0,1,93
422,4,1,197
423,2,0,93
423,2,1,93
424,2,0,94
424,2,1,94
425,3,1,198
426,4,1,198
427,3,1,199
428,4,1,199
429,4,0,94
429,4,1,94
430,4,1,200
431,4,1,201
432,3,1,202
433,4,1,202
434,4,1,203
435,0,0,95
435,0,1,95
436,2,0,95
436,2,1,95
437,4,1,204
438,4,1,205
439,3,1,206
440,4,1,206
441,1,0,96
441,1,1,96
442,2,0,96
442,2,1,96
443,4,0,97
443,4,1,97
444,4,1,207
445,0,0,98
445,0,1,98
446,4,1,208
447,4,1,209
448,2,0,98
448,2,1,98
449,3,1,210
450,0,0,99
450,0,1,99
451,1,0,99
451,1,1,99
452,4,1,210
453,4,1,211
454,3,1,213
455,4,0,99
455,4,1,99
456,2,0,100
456,2,1,100
457,4,0,100
457,4,1,100
458,0,0,101
458,0,1,101
459,1,0,101
459,1,1,101
460,0,0,102
460,0,1,102
461,2,0,102
461,2,1,102
462,4,1,213
463,3,1,214
464,4,1,214
465,3,1,215
466,4,1,215
467,0,0,103
467,0,1,103
468,1,0,103
468,1,1,103
469,4,0,103
469,4,1,103
470,3,1,216
471,4,1,216
472,4,1,217
473,3,1,218
474,0,0,104
474,0,1,104
475,2,0,105
475,2,1,105
476,4,0,105
476,4,1,105
477,4,1,218
478,3,1,220
479,4,1,221
480,2,0,106
480,2,1,106
481,4,0,106
481,4,1,106
482,3,1,222
483,1,0,107
483,1,1,107
484,1,0,108
484,1,1,108
485,4,1,222
486,2,0,108
486,2,1,108
487,4,0,108
487,4,1,108
488,4,1,223
489,0,0,109
489,0,1,109
490,4,1,224
491,1,0,109
491,1,1,109
492,4,1,225
493,4,1,226
494,4,0,109
494,4,1,109
495,3,1,227
496,3,1,229
497,3,1,230
498,4,1,231
499,3,1,232
500,4,1,232
501,0,0,110
501,0,1,110
502,4,1,233
503,3,1,234
504,4,0,110
504,4,1,110
505,0,0,111
505,0,1,111
506,2,0,111
506,2,1,111
507,4,1,234
508,4,0,111
508,4,1,111
509,0,0,112
509,0,1,112
510,3,1,236
511,4,1,236
512,3,1,237
513,3,1,238
514,4,1,239
515,4,1,240
516,4,1,241
517,3,1,242
518,1,0,112
518,1,1,112
519,4,1,242
520,2,0,112
520,2,1,112
521,4,1,243
522,4,0,112
522,4,1,112
523,0,0,113
523,0,1,113
524,3,1,244
525,4,0,113
525,4,1,113
526,3,1,245
527,1,0,114
527,1,1,114
528,4,1,246
529,2,0,114
529,2,1,114
530,4,1,249
531,0,0,115
531,0,1,115
532,4,1,250
533,0,0,116
533,0,1,116
534,4,1,251
535,2,0,116
535,2,1,116
536,4,0,116
536,4,1,116
537,3,1,252
538,3,1,253
539,4,1,253
540,1,0,117
540,1,1,117
541,3,1,254
542,2,0,117
542,2,1,117
543,4,0,117
543,4,1,117
544,2,0,118
544,2,1,118
545,4,1,254
546,0,0,119
546,0,1,119
547,1,0,119
547,1,1,119
548,4,1,255
549,4,1,256
550,3,1,257
551,4,1,258
552,2,0,119
552,2,1,119
553,4,1,259
554,4,0,119
554,4,1,119
555,1,0,120
555,1,1,120
556,4,1,260
557,4,1,262
558,2,0,120
558,2,1,120
559,4,1,263
560,3,1,264
561,0,0,121
561,0,1,121
562,4,1,264
563,1,0,121
563,1,1,121
564,2,0,121
564,2,1,121
565,4,1,265
566,0,0,122
566,0,1,122
567,4,0,122
567,4,1,122
568,3,1,267
569,4,1,267
570,4,1,268
571,3,1,269
572,2,0,123
572,2,1,123
573,4,1,269
574,3,1,270
575,4,1,270
576,4,0,123
576,4,1,123
577,3,1,272
578,2,0,124
578,2,1,124
579,4,1,272
580,3,1,273
581,0,0,125
581,0,1,125
582,4,0,125
582,4,1,125
583,1,0,127
583,1,1,127
584,2,0,127
584,2,1,127
585,4,1,273
586,4,0,127
586,4,1,127
587,0,0,128
587,0,1,128
588,4,1,274
589,3,1,275
590,4,1,275
591,3,1,276
592,4,1,277
593,3,1,278
594,4,1,278
595,1,0,128
595,1,1,128
596,2,0,128
596,2,1,128
597,4,1,279
598,4,0,128
598,4,1,128
599,1,0,130
599,1,1,130
600,4,1,281
601,2,0,130
601,2,1,130
602,4,0,130
602,4,1,130
603,4,1,282
604,4,1,283
605,0,0,131
605,0,1,131
606,2,0,131
606,2,1,131
607,4,0,131
607,4,1,131
608,1,0,132
608,1,1,132
609,2,0,132
609,2,1,132
610,3,1,284
611,1,0,133
611,1,1,133
612,3,1,285
613,4,1,285
614,2,0,133
614,2,1,133
615,3,1,286
616,4,0,133
616,4,1,133
617,4,1,286
618,4,1,287
619,4,1,288
620,0,0,134
620,0,1,134
621,3,1,290
622,1,0,134
622,1,1,134
623,2,0,134
623,2,1,134
624,4,0,134
624,4,1,134
625,4,1,290
626,0,0,135
626,0,1,135
627,2,0,135
627,2,1,135
628,3,1,293
629,4,1,293
630,3,1,294
631,4,1,294
632,0,0,136
632,0,1,136
633,4,1,295
634,4,1,296
635,1,0,136
635,1,1,136
636,4,1,297
637,2,0,136
637,2,1,136
638,4,0,136
638,4,1,136
639,0,0,137
639,0,1,137
640,1,0,137
640,1,1,137
641,4,1,298
642,2,0,137
642,2,1,137
643,3,1,299
644,4,1,299
645,0,0,138
645,0,1,138
646,1,0,138
646,1,1,138
647,3,1,300
648,2,0,138
648,2,1,138
649,4,1,300
650,3,1,301
651,4,1,301
652,4,0,138
652,4,1,138
653,4,1,302
654,0,0,139
654,0,1,139
655,3,1,303
656,1,0,139
656,1,1,139
657,4,1,303
658,3,1,304
659,4,1,304
660,4,0,139
660,4,1,139
661,0,0,140
661,0,1,140
662,3,1,306
663,1,0,140
663,1,1,140
664,4,1,306
665,3,1,307
666,4,1,307
667,4,1,308
668,4,0,140
668,4,1,140
669,4,1,310
670,0,0,142
670,0,1,142
671,1,0,142
671,1,1,142
672,2,0,142
672,2,1,142
673,4,0,142
673,4,1,142
674,1,0,143
674,1,1,143
675,3,1,311
676,2,0,143
676,2,1,143
677,4,1,311
678,4,0,143
678,4,1,143
679,4,1,312
680,4,1,313
681,4,1,314
682,1,0,144
682,1,1,144
683,2,0,144
683,2,1,144
684,4,0,144
684,4,1,144
685,3,1,316
686,0,0,145
686,0,1,145
687,1,0,145
687,1,1,145
688,0,0,146
688,0,1,146
689,2,0,146
689,2,1,146
690,4,1,316
691,3,1,317
692,0,0,147
692,0,1,147
693,1,0,147
693,1,1,147
694,0,0,148
694,0,1,148
695,1,0,148
695,1,1,148
696,4,0,148
696,4,1,148
697,4,1,317
698,2,0,149
698,2,1,149
699,4,1,318
700,4,1,319
701,4,1,320
702,0,0,150
702,0,1,150
703,4,1,321
704,4,1,322
705,1,0,150
705,1,1,150
706,2,0,150
706,2,1,150
707,3,1,324
708,4,0,150
708,4,1,150
709,4,1,325
710,0,0,151
710,0,1,151
711,2,0,151
711,2,1,151
712,1,0,152
712,1,1,152
713,4,1,327
714,4,0,152
714,4,1,152
715,0,0,154
715,0,1,154
716,3,1,328
717,3,1,330
718,1,0,154
718,1,1,154
719,4,0,154
719,4,1,154
720,4,1,331
721,0,0,155
721,0,1,155
722,4,1,332
723,3,1,333
724,3,1,334
725,1,0,155
725,1,1,155
726,2,0,155
726,2,1,155
727,4,0,155
727,4,1,155
728,2,0,156
728,2,1,156
729,4,0,156
729,4,1,156
730,1,0,157
730,1,1,157
731,4,0,157
731,4,1,157
732,4,1,335
733,0,0,158
733,0,1,158
734,3,1,336
735,4,1,336
736,4,0,158
736,4,1,158
737,4,1,338
738,1,0,159
738,1,1,159
739,2,0,159
739,2,1,159
740,1,0,160
740,1,1,160
741,2,0,160
741,2,1,160
742,4,0,160
742,4,1,160
743,3,1,339
744,0,0,162
744,0,1,162
745,1,0,162
745,1,1,162
746,4,1,339
747,2,0,162
747,2,1,162
748,4,0,163
748,4,1,163
749,4,1,340
750,0,0,164
750,0,1,164
751,1,0,164
751,1,1,164
752,4,1,341
753,2,0,164
753,2,1,164
754,4,0,164
754,4,1,164
755,0,0,165
755,0,1,165
756,1,0,165
756,1,1,165
757,4,0,165
757,4,1,165
758,3,1,342
759,1,0,166
759,1,1,166
760,4,0,166
760,4,1,166
761,0,0,167
761,0,1,167
762,1,0,167
762,1,1,167
763,2,0,167
763,2,1,167
764,3,1,343
765,4,0,167
765,4,1,167
766,3,1,344
767,4,1,344
768,0,0,168
768,0,1,168
769,2,0,168
769,2,1,168
770,4,1,345
771,4,1,346
772,4,0,168
772,4,1,168
773,0,0,169
773,0,1,169
774,3,1,347
775,4,1,347
776,3,1,348
777,4,1,348
778,1,0,169
778,1,1,169
779,4,1,349
780,4,1,350
781,2,0,169
781,2,1,169
782,4,1,351
783,4,0,169
783,4,1,169
784,4,1,352
785,1,0,170
785,1,1,170
786,0,0,171
786,0,1,171
787,2,0,171
787,2,1,171
788,3,1,353
789,0,0,172
789,0,1,172
790,4,1,353
791,4,1,354
792,1,0,172
792,1,1,172
793,4,1,355
794,3,1,356
795,0,0,174
795,0,1,174
796,4,1,356
797,4,1,357
798,2,0,174
798,2,1,174
799,3,1,358
800,0,0,175
800,0,1,175
801,4,1,358
802,4,0,175
802,4,1,175
803,4,1,359
804,0,0,176
804,0,1,176
805,1,0,176
805,1,1,176
806,4,1,360
807,2,0,176
807,2,1,176
808,1,0,177
808,1,1,177
809,2,0,177
809,2,1,177
810,4,1,361
811,3,1,362
812,4,0,177
812,4,1,177
813,1,0,178
813,1,1,178
814,2,0,178
814,2,1,178
815,4,0,178
815,4,1,178
816,4,1,362
817,2,0,180
817,2,1,180
818,4,1,363
819,3,1,364
820,4,1,364
821,3,1,365
822,4,0,180
822,4,1,180
823,4,1,365
824,4,0,181
824,4,1,181
825,3,1,366
826,0,0,182
826,0,1,182
827,1,0,182
827,1,1,182
828,4,0,182
828,4,1,182
829,4,1,366
830,3,1,367
831,4,1,368
832,0,0,183
832,0,1,183
833,1,0,183
833,1,1,183
834,4,1,369
835,4,0,183
835,4,1,183
836,3,1,370
837,0,0,184
837,0,1,184
838,1,0,184
838,1,1,184
839,2,0,184
839,2,1,184
840,4,1,370
841,1,0,185
841,1,1,185
842,4,0,185
842,4,1,185
843,4,1,372
844,4,1,373
845,4,1,374
846,0,0,186
846,0,1,186
847,1,0,186
847,1,1,186
848,2,0,186
848,2,1,186
849,3,1,375
850,4,0,186
850,4,1,186
851,4,1,375
852,3,1,376
853,4,1,376
854,3,1,377
855,4,0,187
855,4,1,187
856,1,0,188
856,1,1,188
857,2,0,188
857,2,1,188
858,1,0,189
858,1,1,189
859,4,1,377
860,4,1,378
861,2,0,189
861,2,1,189
862,4,1,379
863,0,0,190
863,0,1,190
864,3,1,380
865,4,1,380
866,3,1,381
867,4,1,381
868,1,0,190
868,1,1,190
869,0,0,191
869,0,1,191
870,4,1,382
871,3,1,383
872,1,0,191
872,1,1,191
873,4,1,383
874,0,0,192
874,0,1,192
875,4,1,384
876,4,1,385
877,4,0,192
877,4,1,192
878,3,1,386
879,0,0,193
879,0,1,193
880,4,1,386
881,4,1,388
882,3,1,389
883,2,0,193
883,2,1,193
884,0,0,194
884,0,1,194
885,1,0,194
885,1,1,194
886,4,0,194
886,4,1,194
887,4,1,389
888,2,0,195
888,2,1,195
889,0,0,196
889,0,1,196
890,1,0,196
890,1,1,196
891,3,1,390
892,4,1,390
893,4,0,196
893,4,1,196
894,3,1,391
895,0,0,197
895,0,1,197
896,4,1,392
897,3,1,393
898,4,1,393
899,1,0,197
899,1,1,197
900,2,0,197
900,2,1,197
901,3,1,394
902,4,1,394
903,4,1,395
904,4,1,396
905,4,0,197
905,4,1,197
906,4,1,397
907,0,0,198
907,0,1,198
908,3,1,398
909,4,1,398
910,3,1,399
911,1,0,198
911,1,1,198
912,2,0,198
912,2,1,198
913,4,1,400
914,4,0,198
914,4,1,198
915,0,0,199
915,0,1,199
916,4,1,401
917,4,1,403
918,1,0,199
918,1,1,199
919,4,1,404
920,0,0,200
920,0,1,200
921,3,1,405
922,1,0,200
922,1,1,200
923,4,1,405
924,2,0,200
924,2,1,200
925,4,0,200
925,4,1,200
926,4,1,406
927,3,1,407
928,4,0,201
928,4,1,201
929,0,0,202
929,0,1,202
930,4,1,407
931,1,0,202
931,1,1,202
932,1,0,203
932,1,1,203
933,4,0,203
933,4,1,203
934,1,0,204
934,1,1,204
935,4,0,204
935,4,1,204
936,3,1,408
937,0,0,205
937,0,1,205
938,4,0,205
938,4,1,205
939,4,1,408
940,4,1,409
941,2,0,206
941,2,1,206
942,4,0,206
942,4,1,206
943,3,1,410
944,1,0,207
944,1,1,207
945,4,1,410
946,3,1,411
947,0,0,208
947,0,1,208
948,1,0,208
948,1,1,208
949,4,1,411
950,3,1,412
951,4,1,412
952,4,0,208
952,4,1,208
953,0,0,209
953,0,1,209
954,2,0,209
954,2,1,209
955,3,1,413
956,4,0,209
956,4,1,209
957,4,1,414
958,0,0,210
958,0,1,210
959,1,0,210
959,1,1,210
960,4,1,415
961,2,0,210
961,2,1,210
962,1,0,211
962,1,1,211
963,2,0,211
963,2,1,211
964,4,0,211
964,4,1,211
965,3,1,416
966,4,1,416
967,0,0,212
967,0,1,212
968,1,0,212
968,1,1,212
969,2,0,212
969,2,1,212
970,0,0,213
970,0,1,213
971,2,0,214
971,2,1,214
972,4,1,417
973,0,0,215
973,0,1,215
974,4,1,419
975,1,0,215
975,1,1,215
976,4,0,215
976,4,1,215
977,2,0,216
977,2,1,216
978,4,0,216
978,4,1,216
979,3,1,420
980,4,1,420
981,1,0,217
981,1,1,217
982,2,0,217
982,2,1,217
983,3,1,421
984,3,1,422
985,4,0,217
985,4,1,217
986,4,0,218
986,4,1,218
987,0,0,219
987,0,1,219
988,2,0,219
988,2,1,219
989,4,1,422
990,0,0,220
990,0,1,220
991,4,1,424
992,4,1,425
993,1,0,220
993,1,1,220
994,3,1,426
995,2,0,220
995,2,1,220
996,0,0,221
996,0,1,221
997,3,1,427
998,2,0,221
998,2,1,221
999,4,0,221
999,4,1,221
1000,0,0,222
1000,0,1,222
1001,2,0,222
1001,2,1,222
1002,0,0,223
1002,0,1,223
1003,2,0,223
1003,2,1,223
1004,4,1,428
1005,3,1,429
1006,4,0,223
1006,4,1,223
1007,4,1,429
1008,0,0,224
1008,0,1,224
1009,2,0,224
1009,2,1,224
1010,3,1,430
1011,4,1,430
1012,4,1,431
1013,4,0,224
1013,4,1,224
1014,4,1,432
1015,0,0,225
1015,0,1,225
1016,3,1,433
1017,1,0,225
1017,1,1,225
1018,4,1,433
1019,4,1,435
1020,2,0,225
1020,2,1,225
1021,4,0,225
1021,4,1,225
1022,4,1,436
1023,4,1,438
1024,1,0,226
1024,1,1,226
1025,4,1,439
1026,2,0,226
1026,2,1,226
1027,4,0,226
1027,4,1,226
1028,4,1,440
1029,0,0,227
1029,0,1,227
1030,4,1,441
1031,4,1,442
1032,4,1,443
1033,4,1,444
1034,1,0,227
1034,1,1,227
1035,2,0,227
1035,2,1,227
1036,3,1,445
1037,0,0,228
1037,0,1,228
1038,1,0,228
1038,1,1,228
1039,0,0,229
1039,0,1,229
1040,4,1,445
1041,1,0,229
1041,1,1,229
1042,3,1,447
1043,0,0,231
1043,0,1,231
1044,4,0,231
1044,4,1,231
1045,4,1,447
1046,2,0,232
1046,2,1,232
1047,4,1,448
1048,4,1,449
1049,3,1,450
1050,4,1,450
1051,4,0,232
1051,4,1,232
1052,4,1,451
1053,3,1,452
1054,4,1,452
1055,4,1,453
1056,3,1,454
1057,4,1,454
1058,3,1,455
1059,4,1,455
1060,0,0,233
1060,0,1,233
1061,4,1,456
1062,4,0,233
1062,4,1,233
1063,2,0,234
1063,2,1,234
1064,3,1,457
1065,3,1,458
1066,4,0,234
1066,4,1,234
1067,0,0,235
1067,0,1,235
1068,4,1,458
1069,1,0,235
1069,1,1,235
1070,2,0,235
1070,2,1,235
1071,3,1,459
1072,0,0,236
1072,0,1,236
1073,4,1,459
1074,1,0,236
1074,1,1,236
1075,2,0,236
1075,2,1,236
1076,3,1,460
1077,4,1,460
1078,3,1,461
1079,3,1,462
1080,0,0,237
1080,0,1,237
1081,1,0,237
1081,1,1,237
1082,4,1,462
1083,2,0,237
1083,2,1,237
1084,0,0,238
1084,0,1,238
1085,3,1,463
1086,1,0,238
1086,1,1,238
1087,3,1,464
1088,2,0,238
1088,2,1,238
1089,0,0,239
1089,0,1,239
1090,4,1,464
1091,1,0,239
1091,1,1,239
1092,4,1,465
1093,3,1,466
1094,4,1,466
1095,4,0,239
1095,4,1,239
1096,0,0,240
1096,0,1,240
1097,4,1,467
1098,3,1,468
1099,4,0,240
1099,4,1,240
1100,2,0,241
1100,2,1,241
1101,4,1,468
1102,3,1,469
1103,4,1,469
1104,3,1,471
1105,4,1,471
1106,3,1,472
1107,4,1,473
1108,4,1,474
1109,4,0,241
1109,4,1,241
1110,3,1,475
1111,4,1,475
1112,4,0,242
1112,4,1,242
1113,2,0,243
1113,2,1,243
1114,3,1,476
1115,4,1,476
1116,4,0,243
1116,4,1,243
1117,0,0,244
1117,0,1,244
1118,0,0,245
1118,0,1,245
1119,2,0,245
1119,2,1,245
1120,0,0,246
1120,0,1,246
1121,2,0,246
1121,2,1,246
1122,0,0,247
1122,0,1,247
1123,3,1,477
1124,4,1,478
1125,2,0,247
1125,2,1,247
1126,4,1,479
1127,4,1,480
1128,3,1,481
1129,4,1,481
1130,3,1,482
1131,4,1,482
1132,4,1,483
1133,0,0,249
1133,0,1,249
1134,1,0,249
1134,1,1,249
1135,2,0,249
1135,2,1,249
1136,3,1,484
1137,4,1,484
1138,3,1,486
1139,0,0,250
1139,0,1,250
1140,1,0,250
1140,1,1,250
1141,4,1,486
1142,4,0,250
1142,4,1,250
1143,4,1,487
1144,0,0,251
1144,0,1,251
1145,1,0,251
1145,1,1,251
1146,4,1,488
1147,4,0,251
1147,4,1,251
1148,3,1,489
1149,0,0,253
1149,0,1,253
1150,4,1,489
